Channel Title,Channel_URL,Subscribers YT,Gleev Channel ID,New Synced Vids,Videos Sync Reward in USD,Sign Up Reward in USD,Latest Referral Reward in USD,Latest YPP Reward Status,Latest Overall YPP Reward in JOY,Total YPP Rewards in JOY
Крипто Козак,channel/UCMwhnUwh8F1EVEz6Adt4DfQ,718,26877,0.0,0.0,0.0,0.0,Paid,0,"2,720"
Крипто Плечо,channel/UCSGqZutLQWuwN88nafALkwg,"49,900",26631,0.0,0.0,0.0,0.0,Paid,0,"23,358"
КРИПТО ФЕРМА,channel/UCR-Bk0A-rhTv72pNVeIfRMA,"5,570",27892,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
КРИПТО ФЕРМА,channel/UCbarRI3Pdb5_Dw_U5FSHxRg,786,27361,1.0,1.0,0.0,10.0,Paid,820,"2,037"
КРИПТО ХОМЯК,channel/UCR6TqzqVoyL__ISWOJXws6Q,429,26526,0.0,0.0,0.0,0.0,Paid,0,"4,742"
Крипто Хомяк,channel/UCJkRzypvKA8GJmscr89IjOw,345,26600,0.0,0.0,0.0,0.0,Paid,0,"3,470"
КРИПТО ХОМЯК,channel/UCR6TqzqVoyL__ISWOJXws6Q,400,26526,0.0,0.0,0.0,0.0,Paid,0,"14,599"
Крипто Эфир,channel/UCgcEbCF5h2YQlC3AWrj7tuQ,287,25848,0.0,0.0,0.0,0.0,Paid,0,"6,200"
КриптоUA,channel/UCXp_bONfbkEpeX4KgInGS8Q,"5,680",26751,0.0,0.0,0.0,0.0,Paid,0,"16,302"
Криптовалюта,channel/UCtWJzJX07vOpjQ-NyLQ3z0w,"1,040",27587,1.0,1.0,0.0,0.0,Paid,75,"1,292"
Криптовалюта & Майнинг,channel/UCRA7ospWlvISutPG2UueQaw,"3,260",26622,1.0,1.0,0.0,50.0,Paid,"3,800","11,284"
КРИПТОВАЛЮТА ДЛЯ ЧАЙНИКОВ,channel/UCIyspqXV9vSwvlnAl5z6wMg,"9,390",27933,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
КриптоЗарплата,channel/UC2tZw78IrgFL7mybkKqdlBw,"11,400",26627,1.0,2.0,0.0,0.0,Paid,149,"20,940"
КРИПТОМАУЗ,channel/UC5FmNhBDxbXzgX4A5lnqaAw,448,27396,1.0,1.0,0.0,20.0,Paid,"1,565","2,782"
Криптонация LIVE,channel/UC80BwD0EtVxwnErB2AX2fUw,"76,000",27494,0.0,0.0,0.0,0.0,Paid,0,"6,399"
ЛОВИ ЛАВЭ,channel/UCmmfPs-4OnHsgUzR6XWYKdg,"1,410",26677,2.0,2.0,0.0,0.0,Paid,149,"6,211"
Лунный инвестор,channel/UCsKbgGh3FHKuGN6guiNPwcQ,741,25763,1.0,1.0,0.0,0.0,Paid,74,"100,471"
Максим Колот,channel/UC79yqShrG1QyTx2qyZnKEYg,693,27407,1.0,1.0,0.0,0.0,Paid,75,"1,353"
Максим Мекекечко про Инвестиции и Криптовалюты,channel/UCUqpHK5OP--FWvcZn4NLGbA,667,27480,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Михаил Степанов и бизнес в интернете,channel/UCYPZmFzHR_ZHhYAO5s6m0FQ,"4,640",26851,1.0,1.0,0.0,0.0,Paid,75,"7,111"
МИХАЙЛИШИН MONEY,channel/UCniP2eHfOdsTW9wX0ef7pRw,"2,500",26829,0.0,0.0,0.0,0.0,Paid,0,"2,313"
Мутим на Крипте! ,channel/UCo5siezhTr9mAA5umYHYG1A,"3,640",26242,1.0,1.0,0.0,10.0,Paid,820,"16,893"
Олежка зарабатывает,channel/UC9w6PwNHH5lR4r19i-s3HyA,252,27408,0.0,0.0,0.0,0.0,Paid,0,"1,828"
Олександр Ганненко,channel/UCJgj6KNE_D7ysstHV-DPIbQ,"2,610",26545,2.0,2.0,0.0,0.0,Paid,149,"12,543"
Опасные Волны Elliot,channel/UCPzeJCl2XeVgETMK4UZnYuA,"76,900",26630,0.0,0.0,0.0,0.0,Paid,0,"22,549"
Первый Биткоин,channel/UC7Y2kyLVBRBBTY7t5l42EyA,"8,540",26743,10.0,6.0,50.0,0.0,Paid,"4,172","4,172"
Платіж зараховано,channel/UCCTNQRN8dr-YuLL-GEYPdcw,"1,090",26758,0.0,0.0,0.0,0.0,Paid,0,"5,039"
После Работы | О крипте ,channel/UC02pb5FR05nOUmyJo3w_vzA,"1,320",26269,0.0,0.0,0.0,0.0,Paid,0,"6,341"
ПРО INVESTING,channel/UC5nitve59tYRKQ96U7yReZA,"1,040",27482,0.0,0.0,0.0,10.0,Paid,745,"1,963"
Про крипту / українською,channel/UCWbJOoh3obEBmKLMg5nJg-A,387,26744,2.0,2.0,0.0,0.0,Paid,149,"5,656"
Проста Крипта ,channel/UCs5y5P3mx73c-vQkmsoAMjQ,"1,510",26740,1.0,1.0,0.0,0.0,Paid,75,"4,479"
Просто Гаечка,channel/UCmzFeTq7N9BdTfi0gYIgrIw,"4,190",27244,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Просто Крипто 2023,channel/UCbtSmLHc7WyHp2Zj8Dx7a1Q,419,26753,23.0,3.0,0.0,0.0,Paid,224,"9,261"
Реферал,channel/UC268IjVZYsec5V_tQYUmRPQ,"4,370",27376,1.0,1.0,0.0,20.0,Paid,"1,565","5,342"
Родион Ионов,channel/UC4qLyF7BVMy3zvyWukNp3FQ,112,22851,0.0,0.0,0.0,0.0,Paid,0,"5,300"
Сrypto Porshe,channel/UChPa3CA5eO16N-j5reCq9Qg,"5,600",27708,0.0,0.0,50.0,0.0,Paid,"3,725","3,725"
СRYPTOPOLOVKA,channel/UCEJaxJjNq51sze9aVWdCdXQ,"8,900",26870,3.0,6.0,0.0,0.0,Paid,447,"13,534"
СYBER КРИПТА,channel/UCbJFURAIRr4rPAntTcjI7TQ,"3,060",26836,0.0,0.0,0.0,0.0,Paid,0,"2,922"
Сергей П,channel/UC_8CGrmesPd4IJTXGCNG2Yw,124,26805,0.0,0.0,0.0,0.0,Paid,0,"4,752"
ТАБЫС ТАБУ,channel/UCL3ZKJzaXbk4eaFDB0s-WlA,"3,180",27208,4.0,3.0,0.0,0.0,Paid,224,"3,065"
Татьяна Камбулова,channel/UCd-NxIWe9YqhpXxCwDw8l5g,63,27176,0.0,0.0,0.0,0.0,Paid,0,"2,313"
Твій Фріланс * заробіток * крипта,channel/UC-6lC77WcUi0V-V7HtIjVgA,186,26730,0.0,0.0,0.0,0.0,Paid,0,"4,345"
ТЕРРИТОРИЯ КРИПТЫ,channel/UCE7AoyeGCqKNkPQYDgl9neQ,"1,450",26768,0.0,0.0,0.0,0.0,Paid,0,"3,652"
Трейдинг от А до Z,channel/UCx-fJzqO84nn3HWU1oLfNMQ,549,27310,1.0,1.0,0.0,0.0,Paid,75,"1,414"
Тут платят,channel/UCv5W5t0jacHqCrb9-01QS-w,"1,010",27065,3.0,3.0,0.0,0.0,Paid,224,"4,800"
Упоротый Лис ,channel/UC4YQ7XDCbn8zriG_-ygIxew,906,27375,0.0,0.0,0.0,0.0,Paid,0,"1,218"
Флиппер с завода,channel/UCZY1N_-NDakRGIXa-zZeDkg,422,26442,1.0,1.0,0.0,0.0,Paid,77,"10,035"
ХАЙП МОНИТОРИНГ,channel/UCL4Bl3HhOJOepeENZs5hL_A,566,27098,3.0,3.0,0.0,0.0,Paid,224,"7,575"
ЦИФРОВОЙ КОВБОЙ,channel/UCWe3uCkBcxQuS6a-7DMFLGg,"2,700",27491,1.0,1.0,0.0,0.0,Paid,75,"1,902"
ЧЕСТНЫЙ ЗАРАБОТОК,channel/UCtZr8sRX-EmxA3s0boR0MVg,909,26774,0.0,0.0,0.0,0.0,Paid,0,"3,652"
Юный Спекулянт ,channel/UCYFT8C5jGT9qvdSf8dDyCLQ,438,27935,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
Юный Трейдер,channel/UCyTQW4AS5tVa6rY7Xy5LHwQ,537,27843,0.0,0.0,20.0,0.0,Paid,"1,490","1,490"
ЮРАШ CRYPTO NFT ,channel/UCUZvhqKErj2tseXJUvzjUkQ,482,23788,0.0,0.0,0.0,0.0,Paid,0,"68,241"
TOTAL,-,"7,709,177",-,378,445,"3,480","1,180",-,"380,735","5,563,630"
