"﻿""Name""",Address,Date,Discord,DiscordId,Quest,ReviewDate,ReviewedById,Reward,Status,Twitter,answer
Nastenka-sha,5EsXqSaeBWEUV5ucUHKcW6C24spVFtdVyXMSFnLGJQ8F8Ym6,"February 18, 2023",Nastenka-sha#8724,954425608421654500,Tweet about us,,,83 XP,success,fixed_matches21,https://twitter.com/fixed_matches21/status/1626910937826336774?s=20
matthewLee,12q4yyFmuV4E3SRgnnFZ4sMB6wnrAErhTK6Dw3UY7mGWwup2,"February 18, 2023",oasisRose#0837,915749386431131600,Tweet about us,,,83 XP,success,coin28381,https://twitter.com/coin28381/status/1626760814815490049?s=20
CryptoZephir,1Wz1pcA2rHNedavwRPyNqLe2wX5tMQaty4b5MCbiuiqEJu3,"February 18, 2023",XsanderSky#2697,536553558674243600,Tweet about us,,,83 XP,success,CZephiros,https://twitter.com/CZephiros/status/1626685901165285377?s=20
Jamal Chain,14ST6UwiZyUhauBGbzAGGbMmJgk2R5mQppDtDAYDHHNh6HVy,"February 19, 2023",JamalChain#2531,1039970552196120700,Tweet about us,,,83 XP,success,JamalCejn,https://twitter.com/JamalCejn/status/1627019276279242752
Nikolay1,5Gy5XbNHZK3KJu4sdr9BADzR9Hsv5dgiQgixJC5suRaae9WH,"February 17, 2023",Nikolay#7919,954428472523104400,Tweet about us,,,83 XP,success,fighhycaded1980,https://twitter.com/fighhycaded1980/status/1626572706710970368?s=20
MarkBulah,5D4kjqxK3ciMnFvWdm18CxvUizSbEKEUTdHNnXCFc3m4Xbcb,"February 18, 2023",MarkBulah#6215,957527678376890400,Tweet about us,,,83 XP,success,jirameha1971,https://twitter.com/jirameha1971/status/1626824389504438272?s=20
O_oO,5FRp67pKYGbexjV4kyiTwDwNejrMHisjW6m9eEEVUd6tinf4,"February 17, 2023",O_oO#4815,954705520793616500,Tweet about us,,,83 XP,success,viexablivit1973,https://twitter.com/viexablivit1973/status/1626572025006366720?s=20
Netrunner,5FUYM62t8CzGLBa61WkmZ5VJuEYxfucPbkppsH1N6brjFV3o,"February 18, 2023",Bladerunner| Sui Global#1631,854032988505374800,Tweet about us,,,83 XP,success,Suvor2049,https://twitter.com/Suvor2049/status/1626642441007730701
VlShulyk,13bP5r2SFBuq2NbYEHhxkXBru2teZT29nqsg21W4drTgNJMW,"February 18, 2023",VlShulyk#4284,774373357725548500,Tweet about us,,,83 XP,success,r2uXfEKS4Eou0U2,https://twitter.com/r2uXfEKS4Eou0U2/status/1626919790177550336
Vidomina33,5GzyBB6Akhh2DzyfXo65Hy2g5AwRhMSf68DUjZ1P1nChe2To,"February 18, 2023",Vidomina33#6968,1023905498417872900,Tweet about us,,,83 XP,success,dhdjjdids,https://twitter.com/dhdjjdids/status/1626861811608715265
maloy85,5CDjdKK6mUvnaPeQshZAx4eZDk2vi1hmS7Yk5ELg3P8uoSwd,"February 17, 2023",maloy85#7843,680196517692440600,Tweet about us,,,83 XP,success,nez_naika510,https://twitter.com/nez_naika510/status/1626610184729595906?s=20
Xoxne,5FvqUDhtHAYDYQVSy4TDqhDvHyQ4MvTaWuTXjWRtwuMB35fh,"February 18, 2023",Tyfhxn#6211,959824532024221700,Tweet about us,,,83 XP,success,Bybyko6,https://twitter.com/Bybyko6/status/1626731985556373504?s=20
나이스7,14JUtKrFjuDQ7drianqUPq6DJNtLV3VCrS83JW4JmybRbhmB,"February 18, 2023",luck77 I LN(링크단)#2837,769643678972903400,Tweet about us,,,83 XP,success,7777Goodluck,https://twitter.com/7777Goodluck/status/1626671219826380800?t=RoVC4KRIHnrznMwpWjI6ww&s=19
0xbafa…2d01,5CLqGiJTdJDEACnqnyThT9LmUsrBop5R2J5jwDnBxvbeF5y1,"February 18, 2023",simjahan#9821,443247113149612100,Tweet about us,,,83 XP,success,salamat412503,https://twitter.com/salamat412503/status/1626780986074865664?s=20
windofchain,15Aj591d357MxqM6jDbqGdGGjX53CEDsm4Wxt15V7aaNCQnq,"February 19, 2023",WINDOFCHAIN#9133,897795978147545100,Tweet about us,,,83 XP,success,leha_lehas,https://twitter.com/leha_lehas/status/1627018013915455492
NKMA,5DLtMDEQsZ7wYtUvhT5cMqhuvzbLhkkVULNDtwmf4ra8zxDg,"February 18, 2023",Nekoma#8629,263343004188803070,Tweet about us,,,83 XP,success,Ne_k0_ma,https://twitter.com/Ne_k0_ma/status/1626775254705078274?s=20
oumanec56,5Gc2FYCJhCpnRJYwSdV76h5YSsoRvTqsrLpoJS5f1dyUr2Nm,"February 17, 2023",oumanec56#7473,1022491322491351000,Tweet about us,,,83 XP,success,Andrii60829766,https://twitter.com/Andrii60829766/status/1626548940806955008
anka-love,5GFBUomfU9hNAJhB2NLBpyebNYCqhm2vpa9nFibVTfa5FW8w,"February 18, 2023",anka-love#9042,954439629577281700,Tweet about us,,,83 XP,success,NormanAyebare,https://twitter.com/NormanAyebare/status/1626913534641569792?s=20
Maksimka7,157CLFD7Z9NxbystWXktZsTEsHrBtBte6XEVJDwL3ySC7zPW,"January 13, 2023",Maksimka/Sui Bears#2069,893048246639931400,Tweet about us,,,10 XP,success,ulasev777,https://twitter.com/ulasev777/status/1613572215907438594?s=20&t=qzcoKPGJxx_IjDMZLpNASA
yaycegoloviy,5DV8gtmyZb88oqxJ9HyKF9p3x9JbnatTFUHCu89MxvwXcdBK,"February 18, 2023",yaycegoloviy#5253,954443494540333200,Tweet about us,,,83 XP,success,Shallon05208716,https://twitter.com/Shallon05208716/status/1626916566104252416?s=20
IvanNambaOne,16iAdrNu9t2gtd8tu67kNv9YKBNHDxoNyQwyRMvTGjzWU3wk,"February 17, 2023",IvanNambaOne#3594,131866217941172220,Tweet about us,,,83 XP,success,UnoSuicide,https://twitter.com/UnoSuicide/status/1626564991791890433?t=JjqKUV6M0RUO3TvqwPhmRA&s=19
Genius,5DUnrFPnwi2XRyC6erEFduwsfhuLPFeD1BPFZiGuFVRPEt6Y,"January 28, 2023",Genius#7148,419876245204107260,Tweet about us,,,83 XP,success,Sackycryptoking,https://twitter.com/Sackycryptoking/status/1619343402012925952
0x5b56…4463,5HBLNaHHHz4QUgPyi6bHxBnJoV17zmRRfsykFJ5qy3Qzmsdb,"February 18, 2023",lisassim491#9932,1039326008496631800,Tweet about us,,,83 XP,success,WendyGo40150375,https://twitter.com/WendyGo40150375/status/1626624531266772992?s=20
TRON,5GbuZfCYnATcvnGcZdfxKCibemp4PBAAYcT8T3QQP63Pf9Ca,"February 18, 2023",TRON#5314,954408430624469000,Tweet about us,,,83 XP,success,usefkrisca1979,https://twitter.com/usefkrisca1979/status/1626639025166598146?s=20
0x0f27…2f01,5CkTUfjPze3xbgcf3qhHkTSDPC6vcbeSXejLvkbPX8Rq6SbU,"February 18, 2023",relativesnotwithstanding#3457,1029125160302817300,Tweet about us,,,83 XP,success,AmanYad12122796,https://twitter.com/AmanYad12122796/status/1626838689493168128?s=20
kksk1004,5ESMQbYAX8RFAdhUmUFxu8iMfQAARJuu5Pa7QR6VVv6SZAgt,"February 18, 2023",kksk1004#0653,873495454913011800,Tweet about us,,,83 XP,success,kksk10004,https://twitter.com/kksk10004/status/1626791416713338881?s=20
0xB612…8777,5EUan2HRPYYv12mtJSfV9Py3M7cgqbJsEED5LngEtrKBqyJD,"February 18, 2023",leesunwoo#7414,911643185774755800,Tweet about us,,,83 XP,success,kong7209,https://twitter.com/kong7209/status/1626774041934827520?s=20
Pilikan,5DnrPiZ1Ui9D7pjLWMkKAA3QoXht4Rsxo97zTSqPCXm7dre2,"February 17, 2023",Pilikan#2681,954425490658197500,Tweet about us,,,83 XP,success,glarhildowntop1,https://twitter.com/glarhildowntop1/status/1626572808502353921?s=20
KillYou18,5F92Uuv7e6q5QBD3LUrueJed8GkBy3xAyM6JpdUGE9qWKJng,"February 18, 2023",NomadYam#8135,869478262793961500,Tweet about us,,,83 XP,success,YamNomad,https://twitter.com/YamNomad/status/1626889596201226240?s=20
DiFors.eth,5GRMUCKybifdyryKZWorbGsR81TFWfR6CckaumgrbbazANox,"February 18, 2023",DiMetelnyi#0186,1048533749920440300,Tweet about us,,,83 XP,success,DiMetelnuy,https://twitter.com/DiMetelnuy/status/1626612628008144900?s=20
freddydack,5GxjL8iPgpz7dHbd86NTtaQjEkx6r8c3s2a9YSv4gRPgoniB,"February 18, 2023",freddydack#6647,953979154678841500,Tweet about us,,,83 XP,success,Ben27769548Ben,https://twitter.com/Ben27769548Ben/status/1626874510774349825?s=20
REMADE,16JqNskNC5tNArU5LyWn1PtZynrNQdXrhPEFmTQMzEYJds4N,"February 18, 2023",REMADE#8176,913603730182668300,Tweet about us,,,83 XP,success,limeideu,https://twitter.com/limeideu/status/1626687929161768961?s=20
OGGerman,15w6bdGG78x8MwwRj4RbppDF3XfDH5pczGrB7qXW5dJFY7s7,"February 18, 2023",German#2007,853940993362231300,Tweet about us,,,83 XP,success,OogGerman,https://twitter.com/OogGerman/status/1626839291610427392
xrsun,He6fPzRQSmDptRgrPEHA7EmbKdYR4HKquGo7q6aExUK81GY,"February 18, 2023",sun#8728,722766436287905800,Tweet about us,,,83 XP,success,PJaeseon,https://twitter.com/PJaeseon/status/1626964257731649537?s=20
samhang2gu,14fhDGWU8yg1gwocE6JRrFYKRNHkF253pmDkkNXWWfSap1XC,"February 18, 2023",samhang2gu#3465,829103087733440600,Tweet about us,,,83 XP,success,samhang2gu,https://twitter.com/samhang2gu/status/1626927119216545797?s=20
jF238dM,5EHhMYiB3LktfYyxb66AkrBjZS66hviWpuK2MabqSEQU6zXk,"February 17, 2023",jF238dM#1310,1072787853525921800,Tweet about us,,,83 XP,success,jF238dM,https://twitter.com/jF238dM/status/1626612172053774336
Jaden,5FNbGxFw8NPvudTEmhDPVFiYC1PskxJVvtaakYvVV3h6AGuj,"February 19, 2023",Jaden#1097,755841248920731600,Tweet about us,,,83 XP,success,olive_jaden,https://twitter.com/olive_jaden/status/1626980038439731200?s=20
0xa0ac…c2c1,5H148X7SgrTv7TRiTp2hQg7GmXhdsZm4U4D1yrmuPW8dDEcv,"February 18, 2023",Kristin_Roshe#4184,981625391020138500,Tweet about us,,,83 XP,success,KristinaRoshe,https://twitter.com/KristinaRoshe/status/1626646473050886156?s=20
Ana!,155RiguugR52eecoAUCdzRULedcmZ2tvq6T3ubicxWmZZCt7,"February 18, 2023",ana1999#8083,978683471306309600,Tweet about us,,,83 XP,success,AnaGansales,https://twitter.com/AnaGansales/status/1626643900369707008
bibo bobo,5EADhzizDxcfV3qDE3ZdWka3KSSJty9tb3HeetT2Wnk8CXFv,"February 18, 2023",bibo bobo#1695,956956315555602400,Tweet about us,,,83 XP,success,glamarophin1988,https://twitter.com/glamarophin1988/status/1626672415114776576?s=20
Kama pulya,5GhP5uP9bB22y1MAfhzmMeMQaGhcjop9wLvgULhCpvfpGBf9,"February 18, 2023",Kama pulya#5550,957149804528566300,Tweet about us,,,83 XP,success,yasurimo1982,https://twitter.com/yasurimo1982/status/1626673190289170455?s=20
1996ivan,5E4cGG2zanViVq36GqRBeFX8oj7W8bscnMqCJscf21BWwY7c,"February 17, 2023",1996ivan#2795,954712263615463600,Tweet about us,,,83 XP,success,ceicelatqui1974,https://twitter.com/ceicelatqui1974/status/1626572609587388416?s=20
viktooria,5E7UoszouazDPQ717JEpKyvtkgpQXjhbbqVgAC4X7EzCRiC8,"February 18, 2023",viktooria#3821,953963578287882200,Tweet about us,,,83 XP,success,BuyukdagOvgu,https://twitter.com/BuyukdagOvgu/status/1626630306470952986?s=20
kimseenam,14miBVYVkjjVHXRnrbYAuyU3GEHC1mzKcVUKUDxN9vD6f8YX,"February 18, 2023",Kimseenam#7048,360038192650387460,Tweet about us,,,83 XP,success,kimseenam,https://twitter.com/kimseenam/status/1626781131348774912?s=20
klarastonec,14zbZWGxLBpiDfb5eHPLqZBJoskVaqnNkeb4deARDWDtDfhJ,"February 19, 2023",klarastonec#6563,996014205532647600,Tweet about us,,,83 XP,success,klarastoness,https://twitter.com/klarastoness/status/1627015926964015105
mamba111,5GNLrNq7Ews3MwEDz7X9F8WPqctrz4pRyS9eojcXYQPrmMeV,"February 19, 2023",mamba#7073,664217500560392200,Tweet about us,,,83 XP,success,AlexxLenoxx,https://twitter.com/AlexxLenoxx/status/1626999681879355393
shopgreen,5GnZz4K5BGkr2cGzm6Co5wGBPFJRCSA85itGCMNikF5kqoJj,"February 18, 2023",shopgreen#7061,956179300745351200,Tweet about us,,,83 XP,success,Zawadi36823667,https://twitter.com/Zawadi36823667/status/1626931129717518337?s=20
Umtor,5GMvtz578vrNgsWcwrpoj6owPhHJMfoRsZ3QcGZCNeqqmsce,"February 17, 2023",Umtor#8652,954715293333192700,Tweet about us,,,83 XP,success,porapuda1974,https://twitter.com/porapuda1974/status/1626572905638162433?s=20
GoniBon,5CwUBYjrG6WJHaYBasQ97eGeL6ijZ18hKh9RqJ38b9xyqVvm,"February 18, 2023",GoniBon#4570,956993612766412900,Tweet about us,,,83 XP,success,tranlacvero1988,https://twitter.com/tranlacvero1988/status/1626675484447899648?s=20
Zanzalol,5HBkM1EkTQwtTKxQNnQbeKsDSWHoK1jvfhimr1wJph3ekfyb,"February 17, 2023",Zanzalol#5648,239123041638940670,Tweet about us,,,83 XP,success,Zanzalol,https://twitter.com/Zanzalol/status/1626600924985839623
ferdikesh,5Dh8Lw11DPxmVE5GsFFoBvBHU7XFkdoLh2MzuoK5Sh6r9Aws,"February 14, 2023",Ömer_ÖzdemirTR#5183,827228948932329500,Tweet about us,,,83 XP,success,Omer_OzdemirTR,https://twitter.com/Omer_OzdemirTR/status/1625208824457007121
JustsFeel,5EqX2b1mrkKuR52YHJ15CmjzmYgXF7K4eUMm8etocbeV98NU,"February 18, 2023",JustsFeel#2443,397657494639345660,Tweet about us,,,83 XP,success,jjssppkr,https://twitter.com/jjssppkr/status/1626959849073577984
van74,5DtZ8f38j4JvW9hbRbUbEFgoPxEpqeRcawaWCsCekmaso4Sb,"February 19, 2023",van74#4697,897641038162821100,Tweet about us,,,83 XP,success,chaoo74,https://twitter.com/chaoo74/status/1627170139719499777?s=20
GrayG,14PhztPu5J7CHzhVbFL5mcs8Uyvtd3vJV2RqX8rBrGxWS21d,"February 19, 2023",GrayG#4278,1039979103496962200,Tweet about us,,,83 XP,success,gray_rad,https://twitter.com/gray_rad/status/1627018584152059904
kot6969,5FsNTqjFzFa61cS2QkgNYWLRGpTEBNyavP18FDoeuZsE5GB4,"February 18, 2023",kot6969#3751,959053408034242600,Tweet about us,,,83 XP,success,king_abdulahi,https://twitter.com/king_abdulahi/status/1626945489768677377?s=20
pelep,j4V7xeeK19wghcU9jNQv8PzTdj4ktY2KW1K2ppsp82oKwKXts,"February 19, 2023",pelep#4535,411616108999737340,Tweet about us,,,83 XP,success,Sauuroon,https://twitter.com/Sauuroon/status/1627036521810337793?s=20
Fidgetspin,5CoNKAMs3Etj5F8PDKC28SjodsmfGDLaBCcqjryua5Fm95ZF,"February 18, 2023",frey-style#7532,1037842744258875400,Tweet about us,,,83 XP,success,Pejuang9902,https://twitter.com/Pejuang9902/status/1626861905582202882
gendolf91,5H11exo81BA4apTipoHP8QuaD9xMD3ox1cvkjzu5nQVYPXHX,"February 17, 2023",gendolf91#8540,952971603875078100,Tweet about us,,,83 XP,success,tsilylka,https://twitter.com/tsilylka/status/1626569715119267840
borisbritva,14H66Na6f6ytW99ygqpvFcq6Zc5oUUf2oA1Rvj5xwERJPJbV,"February 19, 2023",bori$#8523,984054910750425100,Tweet about us,,,83 XP,success,BorisBrr,https://twitter.com/BorisBrr/status/1627015365807972352
Letifkicanvi,13igXm7EtumK59JmLysTYcWyGWruiJpUDMhHdGjPgpb8azgG,"February 17, 2023",Letifkicanvi#0525,934899132865315000,Tweet about us,,,83 XP,success,Letif90273616,https://twitter.com/Letif90273616/status/1626568689859366914?s=20
mini691,5FRWvKGkK9DAHREJmQd5RsfLtwWiJcTXsdXf6ebMnAZEjuA3,"February 18, 2023",mini691#8501,959042718535917600,Tweet about us,,,83 XP,success,Joeodinga1,https://twitter.com/Joeodinga1/status/1626943336165646336?s=20
Margo2020,5EWtoRWE46wBZWn1fbe89ycu9KBZtMyPsx7PmaAe7SG8NNud,"February 18, 2023",Margo2020#4418,954389066542092400,Tweet about us,,,83 XP,success,vevansunats1987,https://twitter.com/vevansunats1987/status/1626637620523503630?s=20
0xd6ff…ff14,5DcisPmseerEfFtCrkAs8tPVYey4743m1YfquwNcVTi4ggyn,"February 18, 2023",ThomasadamsS#6218,1028869537803796600,Tweet about us,,,83 XP,success,HeavenM03340780,https://twitter.com/HeavenM03340780/status/1626899646194024448?s=20
ivan3000,5GbGKpAisNxKXtR4Piz8QCNGAdHcKrouFGuJStrtoM71SgTx,"February 18, 2023",ivan3000#8634,954390609756569700,Tweet about us,,,83 XP,success,tafimitti1980,https://twitter.com/tafimitti1980/status/1626639451576274944?s=20
And178!,1Kva9fa25EoRL7QGQ6JjwD6atQfNP1ZQumbYJDEZZ6xH9VQ,"February 19, 2023",Andrey178A#7194,918830362099056600,Tweet about us,,,83 XP,success,178AND178,https://twitter.com/178AND178/status/1627200258961821699?s=20
dmitrii huk,5Ct6EaXrCU29R7cKjuy6zmF3WKxP5URG17YbiEugvXzPaHES,"February 18, 2023",dmitrii huk#4400,953978958947434500,Tweet about us,,,83 XP,success,SalcanJale,https://twitter.com/SalcanJale/status/1626621412646559744?s=20
hiepnv,5DRqpReCPKgRStg4Ss5jCxXvi5VYkAGgZJ6tAjyPyo3vskqt,"February 18, 2023",hiepnv#0827,775574970721108000,Tweet about us,,,83 XP,success,linhphung68,https://twitter.com/linhphung68/status/1626632716551880704
0x407e…EaAD,1XUKVxnMVS4d6mQTHnLFWsK3kyT961RyStJ1qTYvoV5qmkz,"February 19, 2023",sysyhd#3508,1056600788786491400,Tweet about us,,,83 XP,success,DMaskevic,https://twitter.com/DMaskevic/status/1627052445414338561?t=4KMfn4YVDGy7PCtgoLbR7Q&s=19
Anastasiia19,5DkiChroZz18uYd6Gii4XonoTHSEjUYx79xKY5R3KHDra3pC,"February 18, 2023",Anastasiia#8849,1003418114895122600,Tweet about us,,,83 XP,success,Anastaasiiiiaaa,https://twitter.com/Anastaasiiiiaaa/status/1626727725812658183
jasoooon,5HbCEJxwmVLQpKT76tRaCKNGnzDZGbdxGRQHGWid6rKriRdp,"February 19, 2023",jaason#1202,998202784467923000,Tweet about us,,,83 XP,success,JamesDesign13,https://twitter.com/JamesDesign13/status/1626982944928673792
0xaad5…ee5454,5CcmZoRowW7v4e1yQTvekLHU3F5UTduC5xJi8chaydjrh389,"February 18, 2023",София Зыкова#4265,1033811747406086300,Tweet about us,,,83 XP,success,JaylinDavila1,https://twitter.com/JaylinDavila1/status/1626899265753858049?s=20
dubrovskii,5EnCDmtEC2jvRkS6gVUCekWsyaMR5TaFi6yaNJ1GJrWNDtQz,"February 18, 2023",dubrovskii#1994,954394660174983200,Tweet about us,,,83 XP,success,whiradegins1970,https://twitter.com/whiradegins1970/status/1626640616481296385?s=20
proffkabl,137dMnPAKvcdyVVA53oQ58aVVv3rEFRFuW9jhNFGPzuEhLST,"January 19, 2023",pRoFFkabl#9074,435721694490001400,Tweet about us,,,6 XP,success,pRoFFkabl,https://twitter.com/pRoFFkabl/status/1615822061321986048?s=20&t=Obo3YXCvRoRmCwxmHYemBg
Kran,5F6ZmwsxdrtPpTvyW2ooKDHM5iUmZQKMxLoFaum2G5QwK5nV,"February 18, 2023",Kran#8274,957269664071835600,Tweet about us,,,83 XP,success,pukaite1976,https://twitter.com/pukaite1976/status/1626676641496993792?s=20
0xa95e…ad1f,15p9NMAo16mLZiWAMbrGpjYqNvurcAyLrakLvjaUudNqrTYL,"February 18, 2023",BotPri#4939,938079288954069000,Tweet about us,,,83 XP,success,Vololps,https://twitter.com/Vololps/status/1626927461731647489?s=20
Svalbard,5DCkHujzzC2rk2Tpk8kukT2iqnhN9aaV1txt6kpBw937TJn6,"February 17, 2023",Artas#4950,898629886376300500,Tweet about us,,,83 XP,success,ovcebydze,https://twitter.com/ovcebydze/status/1626598328933945351
Straik,141wMiM7kPmkccnvwE3xUUG2Xv9bYTVc12NVaShz5iYKyjEn,"February 18, 2023",Straik#0354,893549033182855200,Tweet about us,,,83 XP,success,StraiK80097576,https://twitter.com/straik80097576/status/1626619543689756672?s=46&t=RXdBk6N555sPdX8JlBESCw
feofangrek,0xd8AaA044a234377A05646dEcFe467C1249d390aD,"February 18, 2023",Feofangrek#4881,1070265413641969800,Tweet about us,,,83 XP,success,GREKFEOFAN85,https://twitter.com/GREKFEOFAN85/status/1626665421653827588
Bogdi,14ibKsaEafon7wvFMYzsLZLFWiuscT9uQkmGrUVV4dxx3WaN,"February 19, 2023",Bogdi#5696,422987735091904500,Tweet about us,,,83 XP,success,cryptobogdi,https://twitter.com/cryptobogdi/status/1627099415507869696?s=46&t=ZsefSHyT-p7oKSme3BZqrA
sergei,14rpnmpJt3614JeHSXjkbakfMHHvsizn9wjx8DKcHcJdAnvC,"February 16, 2023",sergei | Alchemist#4069,812782508432687100,Tweet about us,,,83 XP,success,SergeyS10998715,https://twitter.com/SergeyS10998715/status/1625984032730189831?s=20
yuhii,12axTYQeBAANqP1fCVdKmc9eqTj7R793dkugr8zYFQ66dc1W,"February 19, 2023",yuh.ii#1663,864639660445401100,Tweet about us,,,83 XP,success,Anggurhijau8,https://twitter.com/Anggurhijau8/status/1627215613813993472?s=20
DuckPerDuck414,5FxfssedKDGviRRFRMD7xiPxcLsMeKXabna1hGh1thH9xBMk,"February 19, 2023",vuxyvuDXx#5147,976919236578541600,Tweet about us,,,83 XP,success,Bigjohn1John,https://twitter.com/Bigjohn1John/status/1627065287551115264?s=20
Bbang,5HTT84NheqDo9FMBbfmxStUiroPtP7TkActj3SeegqK6ydFA,"February 18, 2023",Bbang#4639,865229644302516200,Tweet about us,,,83 XP,success,Bbang1253,https://twitter.com/Bbang1253/status/1626963597879545857?s=20
Mark1998,5H1C8Lky2jPzbywzo35gQ5YyGGAqfp4XJ6d9J3o1REhBuuiY,"February 17, 2023",Mark1998#6726,954700207730327700,Tweet about us,,,83 XP,success,prepinenov1980,https://twitter.com/prepinenov1980/status/1626572355630686208?s=20
CryptoBrainnn,5Gpy4JTLL3tcqYc4ZBxhpdmwyaiM77pT4oQsFn5Rdr38A2i9,"February 18, 2023",CryptoBrainnn#4474,1059122054189826000,Tweet about us,,,83 XP,success,CryptoBrainnn,https://twitter.com/CryptoBrainnn/status/1626963403783774208?t=-z0me6gt6fwO91fKwfw4sw&s=19
frodobegins,5DiBPCV2gk5XaQB9f7y678ukosgrNhL2Vk2QL4vPPT4GjPyg,"February 18, 2023",Lorik#8926,876852414093852700,Tweet about us,,,83 XP,success,bigvulf,https://twitter.com/bigvulf/status/1626680262385094657?s=20
chouh1,5FYzxj4ASamuKADTxUrY8f4MQQo6yLjdf175TRS5wqgcbVG1,"February 18, 2023",볼그#7955,501785048668831740,Tweet about us,,,83 XP,success,josicherock,https://twitter.com/josicherock/status/1626741200358350849?s=20
0xA487…a995,5HRFkRkJejRv6z797Cecvb3MPviZwdRoeyhAAAunFyqQrxKG,"February 18, 2023",crow#4911,541949492778500100,Tweet about us,,,83 XP,success,Kwontaejung66,https://twitter.com/Kwontaejung66/status/1626767969257922561
0x6A…7e82,https://twitter.com/yarmotssa,"February 16, 2023",Teqilkaaa123#9966,1075546478744961200,Tweet about us,,,83 XP,success,yarmotssa,https://twitter.com/yarmotssa/status/1626248243230244864
zhowka,16VAs9NEA4aH1Y6CDrjEpW6gDRomk3GgEgcuGtrEnju7Vasm,"February 18, 2023",zhowka#6557,833687118135820300,Tweet about us,,,83 XP,success,zhowka,https://twitter.com/zhowka/status/1626959687416483840
Alexfccn {DC/LAZY},16RfDFUGhmxT543rPNvnwSbjjx7oeCjAonSrTDmyD75nNvcQ,"February 18, 2023",Alexfccn {DC/LAZY}#8273,931950225118089300,Tweet about us,,,83 XP,success,alexfccn,https://twitter.com/alexfccn/status/1626636269076742149
0xa2f9…7dfa,5DaU7C9m55emgyn5FR7v4rrpjWYoXXDwVhTfG1bTx9pVWw1Y,"February 18, 2023",Good#8144,843893550927970300,Tweet about us,,,83 XP,success,jsh67080,https://twitter.com/jsh67080/status/1626730155568930816?s=20
Maksvell23,j4WqsaLdG3EzYRQJyuRo9a73w3sSRyEFrkhH9ZoDd4jCYttrC,"February 19, 2023",Maksvell#4782,494248809115811840,Tweet about us,,,83 XP,success,maksvell1987,https://twitter.com/maksvell1987/status/1626993580890783744
byygeees,5G3uNuH2AgR5mYjHvF1Zbci6iRy92g76RJ7e9Y4CR9abXb7T,"February 18, 2023",byygeees#3727,954409645370400800,Tweet about us,,,83 XP,success,GloriaKilori,https://twitter.com/GloriaKilori/status/1626908414256328705?s=20
Tripack,5GEaE1MJ1L1rMjELGdgTjQkRmtY6ZYBHG26H1mXJPPqgtejo,"February 17, 2023",Tripack#9162,954710361116913700,Tweet about us,,,83 XP,success,silirbygar1979,https://twitter.com/silirbygar1979/status/1626572469069922304?s=20
mrsun,5EsMSMWs5bdLYhvg7iLmcw2uK3JvWDkuMwrVbZnU4zT9QzY3,"February 19, 2023",No.007#9682,578206302086365200,Tweet about us,,,83 XP,success,spilitofthesun,https://twitter.com/spilitofthesun/status/1627105361072365568
deft12345,0x02F6E7cc9ece3932aF707DdC78d57096eBb8E569,"February 18, 2023",deft12345#0828,918092732239597600,Tweet about us,,,83 XP,success,deft1234567,https://twitter.com/deft1234567/status/1626886431657566210?s=20
Taboo,15Cj13QjCtehG2i6537ukZ7n9Nyx5p2W3K93QFjeSdzhMBJu,"February 18, 2023",Taboo#5826,946705708852871200,Tweet about us,,,83 XP,success,a_danilov_a,https://twitter.com/danilovbnb/status/1626907446785474565?s=46&t=vVtLvH6EzAf-ygNEknmjuw
0xfdb4…5dd2,5GRjqrLTrA1xgzqrYzKWDjWY4rNzp9Vv2Vzn9MRmx4DxfKL7,"February 18, 2023",rehearsalforte#7625,1029123746981748700,Tweet about us,,,83 XP,success,yasmine968,https://twitter.com/yasmine968/status/1626838197954281473?s=20
yeNOT,5CrGJTj74gxwWCJeSQWSB8c9ePxoCSvb88U3skWeC3fghmSN,"February 18, 2023",yenotov.y#6182,953637391464284200,Tweet about us,,,83 XP,success,morozov_moscow,https://twitter.com/morozov_moscow/status/1626857635134808064?s=20
CryptologDS,5CLoHJQqzKeuqTBQxcHTSmGKLXwyubdoKHZZLC4BxH3FHBYR,"February 17, 2023",CryptologDS#8634,963514143321751600,Tweet about us,,,83 XP,success,DemonStarsS,https://twitter.com/DemonStarsS/status/1626576482066907137?s=20
Zhuravskyi,12C8CA3ZJ3Upz1N9VcWPXsY32GJBgKZRdDYJgXeU9vcdFEXD,"February 19, 2023",Zhurawskyi#9244,787935109780865000,Tweet about us,,,83 XP,success,MykolaZhuravsk3,https://twitter.com/MykolaZhuravsk3/status/1626990402522738688?s=20
lobanshke,5HNUrsKZLzFnP72X4ZcdbTEgKK9wvxEw1Q2Aq2xgaob9WSuH,"February 18, 2023",lobanshke#7414,778984254545592400,Tweet about us,,,83 XP,success,ShaunQuintana4,https://twitter.com/ShaunQuintana4/status/1626669133864525835
AZIYA,15SEU93szNwhabxEYf4CVDFEgyGNueovgeFfCdRLXpifsfpm,"February 18, 2023",AZIYA#7837,688718010571423700,Tweet about us,,,83 XP,success,aziya2627,https://twitter.com/aziya2627/status/1626874372857417728
Andtianstin,5EhYHVKZgCkLgSXJDZHzmYwvRtbNBVNCj76MhRLyUAJAG4Po,"February 19, 2023",Lieler#9175,884757597444513800,Tweet about us,,,83 XP,success,AMOSIJUMA6,https://twitter.com/AMOSIJUMA6/status/1627025301199790083
