"﻿""Name""",Twitter,Discord,DiscordId,Reward,answer,Quest,Address,Status,Date,ReviewedById,ReviewDate
PaulC,waterboy815,PaulChoi#1915,421117282836807700,83 XP,https://twitter.com/waterboy815/status/1626735715005640707?s=20,Tweet about us,14K87aPKRTk4aF7Pv6omf32oiS5PdLXQiXppkdK7uw75dyPF,success,"February 18, 2023",,
Xoxne,Bybyko6,Tyfhxn#6211,959824532024221700,83 XP,https://twitter.com/Bybyko6/status/1626731985556373504?s=20,Tweet about us,5FvqUDhtHAYDYQVSy4TDqhDvHyQ4MvTaWuTXjWRtwuMB35fh,success,"February 18, 2023",,
0xa2f9…7dfa,jsh67080,Good#8144,843893550927970300,83 XP,https://twitter.com/jsh67080/status/1626730155568930816?s=20,Tweet about us,5DaU7C9m55emgyn5FR7v4rrpjWYoXXDwVhTfG1bTx9pVWw1Y,success,"February 18, 2023",,
Anastasiia19,Anastaasiiiiaaa,Anastasiia#8849,1003418114895122600,83 XP,https://twitter.com/Anastaasiiiiaaa/status/1626727725812658183,Tweet about us,5DkiChroZz18uYd6Gii4XonoTHSEjUYx79xKY5R3KHDra3pC,success,"February 18, 2023",,
mizuco,KiKim87403794,cypress77#7276,917915594051965000,83 XP,https://twitter.com/KiKim87403794/status/1626725469688061952?s=20,Tweet about us,5EZY1ifywH9Qm9ofLEMiGRuKXLzzrAdSsVVLEp4maTnXymut,success,"February 18, 2023",,
dushek,dushek2,Vitaly Nalivkin#7646,249087642421952500,83 XP,https://twitter.com/dushek2/status/1626720074794139649?s=20,Tweet about us,16V2t7dFVu65Msj4NhNmxTsmJFBdMB5TCasDxsXfSsk39ueQ,success,"February 18, 2023",,
이도류,ll2442ll,z442#1191,382387153633804300,83 XP,https://twitter.com/ll2442ll/status/1626717614771965954?s=20,Tweet about us,5CmKuq2sqSJtFcTUMjnPkz67eQLrgdf5dMsdZvQdAP8Un7QV,success,"February 18, 2023",,
ISAEV,regionauto07,regionauto07#4711,813021378956623900,83 XP,https://twitter.com/regionauto07/status/1626712473243111425?s=20,Tweet about us,j4SbNxRBWYVECCyJTWhLBZCuUZMGzuTAfPry6jkEKRxmh7f8F,success,"February 18, 2023",,
Moooon,lareneboan,WhiteList Ventures#9524,809330864101785600,83 XP,https://twitter.com/lareneboan/status/1626712010355544065,Tweet about us,15DM3hx7Mxf2JgxnmwAHSMLSSjopwXU9ZTKNBMED2FWTPDqT,success,"February 18, 2023",,
DimaPro2006Nagibator,Dimchik38093966,DimaPro2006Nagibator#4292,921505352992825300,83 XP,https://twitter.com/Dimchik38093966/status/1626711075025567745?s=20,Tweet about us,0xE056BeA6b39b3616c7a6a418ebBfe627f06C8DAd,success,"February 18, 2023",,
DefendeR#0075,Defende24794497,DefendeR#0075,912831321812918300,83 XP,https://twitter.com/Defende24794497/status/1626701984702111750,Tweet about us,5Hn3ejwVybn5CUgLo9u9fD3xPDUJKRRDcwakQfwarScw9r9e,success,"February 18, 2023",,
antiwett,antiwett,antiwett#7830,631147094370943000,83 XP,https://twitter.com/antiwett/status/1626699066171183119?s=20,Tweet about us,j4WuUBntsR7qfUBhqCQkyAVvPF5D5dodTBRSPePfbJTmLQpB6,success,"February 18, 2023",,
Valeron,VZilenko,Valeron#0035,943821189250428900,83 XP,https://twitter.com/VZilenko/status/1626690887035113474?s=20,Tweet about us,12W1H2T5DcziPw4rhqreSV93W8o4qmz9vZXSc3oN62xY9E7K,success,"February 18, 2023",,
vitek1273,Viktor767952891,vitek1273#8722,914605686921523200,83 XP,https://twitter.com/Viktor767952891/status/1626689474993311747?s=20,Tweet about us,12QJRDAjx9Ezk8Un9spjbCf1eanahh5KCgVvTc1i5G33Y5eP,success,"February 18, 2023",,
REMADE,limeideu,REMADE#8176,913603730182668300,83 XP,https://twitter.com/limeideu/status/1626687929161768961?s=20,Tweet about us,16JqNskNC5tNArU5LyWn1PtZynrNQdXrhPEFmTQMzEYJds4N,success,"February 18, 2023",,
CryptoZephir,CZephiros,XsanderSky#2697,536553558674243600,83 XP,https://twitter.com/CZephiros/status/1626685901165285377?s=20,Tweet about us,1Wz1pcA2rHNedavwRPyNqLe2wX5tMQaty4b5MCbiuiqEJu3,success,"February 18, 2023",,
midjorney,Allan_NFTs,midjorney | Sei ♒#5146,319101244549496800,83 XP,https://twitter.com/Allan_NFTs/status/1626684851226087426?s=20,Tweet about us,5DCcAdE4q4smSH4tYs8UQSqvaWnjDYBAfwhgPPRBBfgEpAMU,success,"February 18, 2023",,
frodobegins,bigvulf,Lorik#8926,876852414093852700,83 XP,https://twitter.com/bigvulf/status/1626680262385094657?s=20,Tweet about us,5DiBPCV2gk5XaQB9f7y678ukosgrNhL2Vk2QL4vPPT4GjPyg,success,"February 18, 2023",,
minys70,kij_zuravs,minys70#3173,927144551297192000,83 XP,https://twitter.com/kij_zuravs/status/1626678708307218450?s=20,Tweet about us,12nTvqy48UqneGJP28SYQYFhs6DD5ZG2J1MPcakadMs4CswS,success,"February 18, 2023",,
alinasisi,AlVo99021482,alinasisi#3964,876863451031552000,83 XP,https://twitter.com/AlVo99021482/status/1626677121526673408?s=20,Tweet about us,5F6d2EmyQsAc5hSWw11BcdcjYPxbcfmyXpwJtKH643brZJH8,success,"February 18, 2023",,
Kran,pukaite1976,Kran#8274,957269664071835600,83 XP,https://twitter.com/pukaite1976/status/1626676641496993792?s=20,Tweet about us,5F6ZmwsxdrtPpTvyW2ooKDHM5iUmZQKMxLoFaum2G5QwK5nV,success,"February 18, 2023",,
durian_fugu,daranin1989,durian_fugu#8363,954428302179848200,83 XP,https://twitter.com/daranin1989/status/1626676112964358144?s=20,Tweet about us,5D2DG7zADivQb3FeoRPM2SeUpSjdYR3xW2JWtAb7JqLb9LFP,success,"February 18, 2023",,
GoniBon,tranlacvero1988,GoniBon#4570,956993612766412900,83 XP,https://twitter.com/tranlacvero1988/status/1626675484447899648?s=20,Tweet about us,5CwUBYjrG6WJHaYBasQ97eGeL6ijZ18hKh9RqJ38b9xyqVvm,success,"February 18, 2023",,
Argos,ArgosShift,Argos#5028,410587124782465000,83 XP,https://twitter.com/ArgosShift/status/1626675226854449154?s=20,Tweet about us,12BgETLhTgdpHNe8dDidzfzNbEP8MjpKMnhkejp15obnMEnf,success,"February 18, 2023",,
vilivonka,raikii1986,vilivonka#9088,957151463497433100,83 XP,https://twitter.com/raikii1986/status/1626674801099304961?s=20,Tweet about us,5DCS2cEyZwbmU5ixPJNXySPLiKhB2L7kCAhjWG3kHpXHqWYc,success,"February 18, 2023",,
Church,VIRUS37620579,V.I.R.U.S#6666,372849817187254300,83 XP,https://twitter.com/VIRUS37620579/status/1626674630738993162,Tweet about us,5CSktTWWALjZZKikDto5yohsB5cUrA5hda3a4emWjN6UkQQp,success,"February 18, 2023",,
Ivan Ivan,jikinta1982,Ivan Ivan#4023,957004051428560900,83 XP,https://twitter.com/jikinta1982/status/1626674203624628256?s=20,Tweet about us,5HmiRt1GPq2RY9qd2vnZZPpwPABzgnYYFcVb9LAqnpYSGNdX,success,"February 18, 2023",,
Kama pulya,yasurimo1982,Kama pulya#5550,957149804528566300,83 XP,https://twitter.com/yasurimo1982/status/1626673190289170455?s=20,Tweet about us,5GhP5uP9bB22y1MAfhzmMeMQaGhcjop9wLvgULhCpvfpGBf9,success,"February 18, 2023",,
bibo bobo,glamarophin1988,bibo bobo#1695,956956315555602400,83 XP,https://twitter.com/glamarophin1988/status/1626672415114776576?s=20,Tweet about us,5EADhzizDxcfV3qDE3ZdWka3KSSJty9tb3HeetT2Wnk8CXFv,success,"February 18, 2023",,
jayee,jayee_shin,jayee#9153,706811912763080700,83 XP,https://twitter.com/jayee_shin/status/1626672102131785728?s=20,Tweet about us,15T9oV8zEtFGgUoWUEDR6MLRabuXFJ2zeAaov85SgpKNe5Yv,success,"February 18, 2023",,
나이스7,7777Goodluck,luck77 I LN(링크단)#2837,769643678972903400,83 XP,https://twitter.com/7777Goodluck/status/1626671219826380800?t=RoVC4KRIHnrznMwpWjI6ww&s=19,Tweet about us,14JUtKrFjuDQ7drianqUPq6DJNtLV3VCrS83JW4JmybRbhmB,success,"February 18, 2023",,
HaryPoN,chikenchi1972,HaryPoN#3090,956996525249138800,83 XP,https://twitter.com/chikenchi1972/status/1626671277342613505?s=20,Tweet about us,5H4KTqof3PvaY5AuFm5cWsDShc76Sv3wk32axTgVPU3Wqycz,success,"February 18, 2023",,
xzklozx,pinchira1989,xzklozx#2741,957155852127699000,83 XP,https://twitter.com/pinchira1989/status/1626670698709000197?s=20,Tweet about us,5DhQ1DpNDQU1aza8uT2ei7CE6TDhFKfPADq7APxuAJMuZWG1,success,"February 18, 2023",,
zzzZzzslep,waraina1987,zzzZzzslep#6369,957155396324323300,83 XP,https://twitter.com/waraina1987/status/1626670091730313243?s=20,Tweet about us,5GA1DZK4YKngZ8WyjdMeFyBVdjxpC7Kc9bHgzehWA8S8vUwb,success,"February 18, 2023",,
lobanshke,ShaunQuintana4,lobanshke#7414,778984254545592400,83 XP,https://twitter.com/ShaunQuintana4/status/1626669133864525835,Tweet about us,5HNUrsKZLzFnP72X4ZcdbTEgKK9wvxEw1Q2Aq2xgaob9WSuH,success,"February 18, 2023",,
feofangrek,GREKFEOFAN85,Feofangrek#4881,1070265413641969800,83 XP,https://twitter.com/GREKFEOFAN85/status/1626665421653827588,Tweet about us,0xd8AaA044a234377A05646dEcFe467C1249d390aD,success,"February 18, 2023",,
FIRZA,Firzapennn_,GraceLin#2161,555712384287768640,83 XP,https://twitter.com/Firzapennn_/status/1626661698672398337?t=CjRxR0o8zP14--I-fkQyew&s=19,Tweet about us,139XkkvnpZVv3YqqJP2RpMCs2QQbdGkJK8Jon5cYDLJVgQPs,success,"February 18, 2023",,
Cayman,rusyaski,Cayman#0962,923514241355513900,83 XP,https://twitter.com/rusyaski/status/1626659578044637194?s=20,Tweet about us,5HQXSHbRgAi84fAD44RH2nnGCLuUSQbuBAohQFYRczbcBRcB,success,"February 18, 2023",,
샤라웃,haemin622,샤라웃#0405,757220752469524600,83 XP,https://twitter.com/haemin622/status/1626658143135739904,Tweet about us,5FKaJrnpqfJmAEtqvPNKW3VpaSrQYwz8qxoftSd6sNZRqnou,success,"February 18, 2023",,
Сергей Фирцович,S_Firtsovych,SergeyFirtsovich#4837,989629270685007900,83 XP,https://twitter.com/S_Firtsovych/status/1626657657724588034?s=20,Tweet about us,1dgmfrqLiwsNnkkfeh22CCASLqPmxkS6LETWNjzswM2CG2D,success,"February 18, 2023",,
Wonder man,3kOIsnlIErcjl5m,Wonderman#3650,888852882177294500,83 XP,https://twitter.com/3kOIsnlIErcjl5m/status/1626653857487982602?s=20,Tweet about us,GAaUAPnUMyZd1hBdnXuwnzFCgG37Z5deBenn7Sh9tRhXmX2,success,"February 18, 2023",,
0xA8…55bA,bitgirl_eth,fsfsg#1696,286010546195791870,83 XP,https://twitter.com/bitgirl_eth/status/1626653447033622528,Tweet about us,5D4Yb9kitFvFqJVVcZoD4y477KUg1dKaeKFVyHxQjrWN5E2E,success,"February 18, 2023",,
trevorphilipse,Sergj964622731,putler#5896,1037035245943398400,83 XP,https://twitter.com/Sergj964622731/status/1626647206361985029,Tweet about us,13EErM8GZqNPZKY5ZWM8tvnRrPccQYNBrTVchRPBLVEmzY4Q,success,"February 18, 2023",,
0xa0ac…c2c1,KristinaRoshe,Kristin_Roshe#4184,981625391020138500,83 XP,https://twitter.com/KristinaRoshe/status/1626646473050886156?s=20,Tweet about us,5H148X7SgrTv7TRiTp2hQg7GmXhdsZm4U4D1yrmuPW8dDEcv,success,"February 18, 2023",,
mars03,marsel_iks,mars03#7501,432987670357082100,83 XP,https://twitter.com/marsel_iks/status/1626644177063710731?s=20,Tweet about us,5FhNBwaTrWpoqmPXxFd73ayy3S7jXYiNKN3JVEB9VyDzx7rJ,success,"February 18, 2023",,
igorsay,floorstage,igorsay#3377,960255053460045800,83 XP,https://twitter.com/floorstage/status/1626644017332068353,Tweet about us,14ArRmsC59u8xSQqQ5VehJFBkBc4twMGitp7kg4THcHNkNM,success,"February 18, 2023",,
Ana!,AnaGansales,ana1999#8083,978683471306309600,83 XP,https://twitter.com/AnaGansales/status/1626643900369707008,Tweet about us,155RiguugR52eecoAUCdzRULedcmZ2tvq6T3ubicxWmZZCt7,success,"February 18, 2023",,
blesport,Nov1en,blesport#9714,907350610637119500,83 XP,https://twitter.com/Nov1en/status/1626643851954778113,Tweet about us,5FqZK2T33MdX96GWPtbJSNHKHsiBaGfrDsVzwrTz9EsVujd3,success,"February 18, 2023",,
Netrunner,Suvor2049,Bladerunner| Sui Global#1631,854032988505374800,83 XP,https://twitter.com/Suvor2049/status/1626642441007730701,Tweet about us,5FUYM62t8CzGLBa61WkmZ5VJuEYxfucPbkppsH1N6brjFV3o,success,"February 18, 2023",,
Shantifanti,vaceslav_mamay,shantifanti#4992,1033017560972664800,83 XP,https://twitter.com/vaceslav_mamay/status/1626642196949569538?s=20,Tweet about us,12chRWDCpWdUkagjC3PzxrNzq3yczpG9aK8G9mvcNVERZ3ge,success,"February 18, 2023",,
kostyas,crempurafeeds19,kostyas#8489,954401289993879600,83 XP,https://twitter.com/crempurafeeds19/status/1626641088709533696?s=20,Tweet about us,5HQJ3ZrVJR5kV5tarhUif3UVKnqy7FcwU8BgrRZYmVmNiiui,success,"February 18, 2023",,
dubrovskii,whiradegins1970,dubrovskii#1994,954394660174983200,83 XP,https://twitter.com/whiradegins1970/status/1626640616481296385?s=20,Tweet about us,5EnCDmtEC2jvRkS6gVUCekWsyaMR5TaFi6yaNJ1GJrWNDtQz,success,"February 18, 2023",,
whosssappa,SappaDima,whosssappa#9307,198082886019055600,83 XP,https://twitter.com/SappaDima/status/1626640258325422080?s=20,Tweet about us,5F6UUMXMjPf34CuJS75rzRHBDw19rq6Brc5bfUjH8W84aWBv,success,"February 18, 2023",,
olegvadin,fotilabhigh1977,olegvadin#9684,954385098625654800,83 XP,https://twitter.com/fotilabhigh1977/status/1626640212674723840?s=20,Tweet about us,5CZYxhMLyYcU9TpQpfAaRWhTBY8gChVeNznSvZ4fzmff7a6D,success,"February 18, 2023",,
Fedor1,bossdrifapis197,Fedor#9304,954402746344300500,83 XP,https://twitter.com/bossdrifapis197/status/1626639776798449669?s=20,Tweet about us,5GuKigNoCuf6YoXwTDPs4NTMePGwXLVrqVZk1pCXWVvdWAUR,success,"February 18, 2023",,
ivan3000,tafimitti1980,ivan3000#8634,954390609756569700,83 XP,https://twitter.com/tafimitti1980/status/1626639451576274944?s=20,Tweet about us,5GbGKpAisNxKXtR4Piz8QCNGAdHcKrouFGuJStrtoM71SgTx,success,"February 18, 2023",,
TRON,usefkrisca1979,TRON#5314,954408430624469000,83 XP,https://twitter.com/usefkrisca1979/status/1626639025166598146?s=20,Tweet about us,5GbuZfCYnATcvnGcZdfxKCibemp4PBAAYcT8T3QQP63Pf9Ca,success,"February 18, 2023",,
Gorika,rolmadegod1972,Gorika#2877,954381933192810500,83 XP,https://twitter.com/rolmadegod1972/status/1626638438144348179?s=20,Tweet about us,5CnxXn7tZhQonjX5mqvUCJBRiQNA8cHszhgKrxdpgPvjxWgH,success,"February 18, 2023",,
kotikkot,ousafalis1974,kotikkot#4523,954392521079947300,83 XP,https://twitter.com/ousafalis1974/status/1626638030529302555?s=20,Tweet about us,5CcmJv3mNt74AEUnRXwpFek9WyFa596dMSQ2SRkENd5Mtw2y,success,"February 18, 2023",,
Margo2020,vevansunats1987,Margo2020#4418,954389066542092400,83 XP,https://twitter.com/vevansunats1987/status/1626637620523503630?s=20,Tweet about us,5EWtoRWE46wBZWn1fbe89ycu9KBZtMyPsx7PmaAe7SG8NNud,success,"February 18, 2023",,
Nassd,BannyLaid,Nassd#0608,907140544180936700,83 XP,https://twitter.com/BannyLaid/status/1626637257007300620?s=20,Tweet about us,166UK8EmYJDXzLrHaDzjGg5FyGU92hKqRbPPk46zXBWA1NGF,success,"February 18, 2023",,
badan,Bogdan18104,badan#3465,784048127828164600,83 XP,https://twitter.com/Bogdan18104/status/1626637194893852697?s=20,Tweet about us,15M68RTKCG2TqR7a9bspz6231SaH5GuaRREsWVeM32jvNzPe,success,"February 18, 2023",,
...(.)...,greaserpasmu197,...(.)...#5018,954404802106912900,83 XP,https://twitter.com/greaserpasmu197/status/1626637201873174546?s=20,Tweet about us,5D5GrBkL1ZadVovuQWziga5rcaYxXs8bbYDZSKs8kUFCyTSU,success,"February 18, 2023",,
0x79…d2d4,FirstWilla,DeborahAdamsSV#5935,1043021453676793900,83 XP,https://twitter.com/FirstWilla/status/1626636360269299713?s=20,Tweet about us,5CoDBuPxWDgzgVJYg5sXvffCBdq8fGUEdUjvVt29wGt7fiew,success,"February 18, 2023",,
Alexfccn {DC/LAZY},alexfccn,Alexfccn {DC/LAZY}#8273,931950225118089300,83 XP,https://twitter.com/alexfccn/status/1626636269076742149,Tweet about us,16RfDFUGhmxT543rPNvnwSbjjx7oeCjAonSrTDmyD75nNvcQ,success,"February 18, 2023",,
EdwardHarris28,FlaviaRau1,EdwardharrisS#1608,1042661092666642400,83 XP,https://twitter.com/FlaviaRau1/status/1626635781123997710?s=20,Tweet about us,5DU7TruZnMcxG1o1p4VwV9inmVShRrGNugM9cJ4hP5FUt4Yc,success,"February 18, 2023",,
mishkivlesu,Gkay46318616,mishkivlesu#5045,953965963982831600,83 XP,https://twitter.com/Gkay46318616/status/1626633365922217984?s=20,Tweet about us,5GunMw1DKJtankyqBiam68t5mjTzHEJ8dqqhPD31Xkkdsyi4,success,"February 18, 2023",,
hiepnv,linhphung68,hiepnv#0827,775574970721108000,83 XP,https://twitter.com/linhphung68/status/1626632716551880704,Tweet about us,5DRqpReCPKgRStg4Ss5jCxXvi5VYkAGgZJ6tAjyPyo3vskqt,success,"February 18, 2023",,
Padm,Dmitry63710612,PadmAndroid#3447,935271444005417000,83 XP,https://twitter.com/Dmitry63710612/status/1626631247828230145?s=20,Tweet about us,5H8abYi7kyLeuXDjuEfw6FSBTuUJhfHoEskvB6FHJ4x5Vz8K,success,"February 18, 2023",,
viktooria,BuyukdagOvgu,viktooria#3821,953963578287882200,83 XP,https://twitter.com/BuyukdagOvgu/status/1626630306470952986?s=20,Tweet about us,5E7UoszouazDPQ717JEpKyvtkgpQXjhbbqVgAC4X7EzCRiC8,success,"February 18, 2023",,
tanya2022,BenanKaradal,tanya2022#2713,953971650947338200,83 XP,https://twitter.com/BenanKaradal/status/1626629978786758662?s=20,Tweet about us,5FZBFCDdzyghbzD8WohsRwm5u1G4c32DE7X4E5wDtbuQhpMU,success,"February 18, 2023",,
Drugoitom,Elife81792108,Drugoitom#3693,953958818277114000,83 XP,https://twitter.com/Elife81792108/status/1626629512510177300?s=20,Tweet about us,5DLj174bT1v7crSM3AbCYauSy79kJnrbAJLY23Z7XaL5Sdub,success,"February 18, 2023",,
hrymu,Saygin03764666,hrymu#4671,953968617903509500,83 XP,https://twitter.com/Saygin03764666/status/1626629208876122117?s=20,Tweet about us,5DSG9jpnsPjZ8USkCo1QaqKNqWFYShmC67DBUTdB77wLWAzM,success,"February 18, 2023",,
viktoria vikulya,AjlanNdag,viktoria vikulya#2278,953980288298549200,83 XP,https://twitter.com/AjlanNdag/status/1626629030777593856?s=20,Tweet about us,5D2BFgt2Uu3BP8FjhWUm99rf5cyt7tqnLJ5AJCTmxRPru4co,success,"February 18, 2023",,
Katere,,katere#7990,1007657218948210800,83 XP,https://twitter.com/faqkdd/status/1626628362406854665?s=46&t=dhwY0tpkYNQ-XybTXXe3ag,Tweet about us,5CcJPsYZXp3ZF7SViq5tSQ95mGkQbVoW9o3CXDhfx7pRBqd3,success,"February 18, 2023",,
makonak,LenivayaL,makonak#8703,606212004293771300,83 XP,https://twitter.com/LenivayaL/status/1626627135849787392,Tweet about us,5CA2BKrzGU1rj9g3uaPoDc2JrBojVedFA4JASVdbDvUg9EDA,success,"February 18, 2023",,
0x5b56…4463,WendyGo40150375,lisassim491#9932,1039326008496631800,83 XP,https://twitter.com/WendyGo40150375/status/1626624531266772992?s=20,Tweet about us,5HBLNaHHHz4QUgPyi6bHxBnJoV17zmRRfsykFJ5qy3Qzmsdb,success,"February 18, 2023",,
Ilya_SM,Ilya_Smiyukha,ilya_sm#2050,876125864188866600,83 XP,https://twitter.com/Ilya_Smiyukha/status/1626622726558388224?s=20,Tweet about us,dmxfVH2uqFsR1vkKza5bcnQWoJ4UD9XLTS831KrTXQKYAEPUj,success,"February 18, 2023",,
pikachy#8148,sexy_divaofall,pikachy#8148,953934963978424300,83 XP,https://twitter.com/sexy_divaofall/status/1626621595237158912?s=20,Tweet about us,5FZ41en6B2PiraJkkzYhc1ExQveYkJR7Hx1M4fFNQKAxJfSy,success,"February 18, 2023",,
dmitrii huk,SalcanJale,dmitrii huk#4400,953978958947434500,83 XP,https://twitter.com/SalcanJale/status/1626621412646559744?s=20,Tweet about us,5Ct6EaXrCU29R7cKjuy6zmF3WKxP5URG17YbiEugvXzPaHES,success,"February 18, 2023",,
0xb5a0…2ff2,OlegZiz,OlegZiz#4510,887843153107894300,83 XP,https://twitter.com/OlegZiz/status/1626621269197070336,Tweet about us,5CUcEmAaWZAa28ES9fwppoEfnN7RQYddxwbVPtnL91uhgQ5f,success,"February 18, 2023",,
aleksa,liliankam,aleksa#1213,953946319532212200,83 XP,https://twitter.com/liliankam/status/1626621109230612481?s=20,Tweet about us,5EeG3MHVDjrjeDgJHrSJjH4Ko6MJh97hwNLnhxrSBzdYJ2JR,success,"February 18, 2023",,
ETHunter,xupypr95,_xupypr_#7341,708596017263542300,83 XP,https://twitter.com/xupypr95/status/1626621010559500294,Tweet about us,13BVWiEszBArF9K5r5oV9Vkh2oKbe4qeCt1gdwxuKbhiJBWc,success,"February 18, 2023",,
Straik,StraiK80097576,Straik#0354,893549033182855200,83 XP,https://twitter.com/straik80097576/status/1626619543689756672?s=46&t=RXdBk6N555sPdX8JlBESCw,Tweet about us,141wMiM7kPmkccnvwE3xUUG2Xv9bYTVc12NVaShz5iYKyjEn,success,"February 18, 2023",,
Gslava,slavagorvat,slava#8137,913390979736830000,83 XP,https://twitter.com/88888888btc/status/1626619012703481856,Tweet about us,14zLdq24pkcWEYRknuNQH9kNDPw9K3mhU2Gdf1HDQSoG7heV,success,"February 18, 2023",,
Energetik3000,Energetik3000,Energetik| Sui Global#2853,693436850068783100,83 XP,https://twitter.com/Energetik3000/status/1626618224124039170,Tweet about us,GCRVsSqgzywRVAhv1XHfyAdV5Za1bbrnLSU3BpsFcHSnajK,success,"February 18, 2023",,
DiFors.eth,DiMetelnuy,DiMetelnyi#0186,1048533749920440300,83 XP,https://twitter.com/DiMetelnuy/status/1626612628008144900?s=20,Tweet about us,5GRMUCKybifdyryKZWorbGsR81TFWfR6CckaumgrbbazANox,success,"February 18, 2023",,
jF238dM,jF238dM,jF238dM#1310,1072787853525921800,83 XP,https://twitter.com/jF238dM/status/1626612172053774336,Tweet about us,5EHhMYiB3LktfYyxb66AkrBjZS66hviWpuK2MabqSEQU6zXk,success,"February 17, 2023",,
maloy85,nez_naika510,maloy85#7843,680196517692440600,83 XP,https://twitter.com/nez_naika510/status/1626610184729595906?s=20,Tweet about us,5CDjdKK6mUvnaPeQshZAx4eZDk2vi1hmS7Yk5ELg3P8uoSwd,success,"February 17, 2023",,
"Polkan ",alexey_shot,alexei#8076,835274196836679800,83 XP,https://twitter.com/alexey_shot/status/1626606469071134720?s=20,Tweet about us,16iHg6VHnMezAQDtQmu7geivVB9pQzhPRPs94E5pcibw4SST,success,"February 17, 2023",,
Andrii Skuchypets,sku_and,Andrii Skuchypets#1387,857214665770532900,83 XP,https://twitter.com/sku_and/status/1626603677573173249?s=20,Tweet about us,13xKUfbyYU8reHVen3f6ec2nmmv9svjvFPJ6oumKRkBTDnVb,success,"February 17, 2023",,
miribyan1,azzent82,miribyan1#2301,1072445845699579900,83 XP,https://twitter.com/azzent82/status/1626603084259463172,Tweet about us,5EtJe3yb7XWY18ToBVJTjg16wFtdXP7gfY6zeMnQYdUYyEJd,success,"February 17, 2023",,
Zanzalol,Zanzalol,Zanzalol#5648,239123041638940670,83 XP,https://twitter.com/Zanzalol/status/1626600924985839623,Tweet about us,5HBkM1EkTQwtTKxQNnQbeKsDSWHoK1jvfhimr1wJph3ekfyb,success,"February 17, 2023",,
"kravangelika ",AnzhelikaKrava,kravangelika#9492,830752091139342300,83 XP,https://twitter.com/AnzhelikaKrava/status/1626598834154647552?t=vTSqQjkYV2mQ9N9On9rDng&s=19,Tweet about us,JA7QS4PDdT94619f4NyH8sGmisYKER2NBdvJgWDAbxaasdY,success,"February 17, 2023",,
Svalbard,ovcebydze,Artas#4950,898629886376300500,83 XP,https://twitter.com/ovcebydze/status/1626598328933945351,Tweet about us,5DCkHujzzC2rk2Tpk8kukT2iqnhN9aaV1txt6kpBw937TJn6,success,"February 17, 2023",,
Narek.Akopyan,Narek02039969,Narek#1413,819219186815336400,83 XP,https://twitter.com/Narek02039969/status/1626597721812639744,Tweet about us,13je6qoFtcSXusBSqWTsDbtpWrzoUTBWEAoDcEPKzNYPyv6w,success,"February 17, 2023",,
Ataman,AtamanOle,Ataman#9459,997451631836811300,83 XP,https://twitter.com/AtamanOle/status/1626595571409776644,Tweet about us,1ez4Jsg5zCo6HcPsMXbQZnepjBzZWHMk2T2z2FQj8Pw3egH,success,"February 17, 2023",,
Bigbrain,Dmitriy93764301,Bigbrain#4046,395850030302363650,83 XP,https://twitter.com/Dmitriy93764301/status/1626593536320888843?s=20,Tweet about us,1LSSK3HwnBSFUS8msY7amQMz6GMwzCn2PBvaZWqTgjojjFf,success,"February 17, 2023",,
ururus,topcapitalz,ururus#3843,896380062776066000,83 XP,https://twitter.com/topcapitalz/status/1626593134049374210?s=20,Tweet about us,5FNh1XGWXM9SxeLcsCrn26G8BWUgD2mE8mcdXtprVeN1ukgB,success,"February 17, 2023",,
Vitos_9,vitos_9,vgroznyx93 | Sui Global#3116,510622689090863100,83 XP,https://twitter.com/vitos_9/status/1626587280310935556?s=20,Tweet about us,12jrubvmBsxdodf9xY1c3dn45j8kNKdAHvvvyzn8P4NFn5Kq,success,"February 17, 2023",,
0xa63c…70c4,Wj0YLtqgsF9YVPd,mozg_USSR#5755,967416208716619800,83 XP,https://twitter.com/Wj0YLtqgsF9YVPd/status/1626585112874999810,Tweet about us,1jXdTrBnvfXe5kLjsctH14gSomvBesvTHLD8PbLX1ocGAib,success,"February 17, 2023",,
lofingv,lofingvv,lofingv#3937,773513864939438100,83 XP,https://twitter.com/lofingvv/status/1626584747081342976?s=20,Tweet about us,14SpUAC5pwgG16EXbKxqyn38xPBrGcdizWZNPXQg9VJCYB5G,success,"February 17, 2023",,
vvvvv.,vvvvv_crpt,vvvvv.#4930,540465325649428500,83 XP,https://twitter.com/vvvvv_crpt/status/1626583701181337604?s=20,Tweet about us,5FRwW7N7aRW8dQ1HVeGAypXWoNacGWCEyvin8heEUeXzUbcb,success,"February 17, 2023",,
nakurykotika,nakurykotika,tol1k_b1tcoin#5885,896290376200114200,83 XP,https://twitter.com/nakurykotika/status/1626581144362971137?s=20,Tweet about us,1bcS4cHBKZyqq2a6wxhsBmpy5A3uwbLu53AMVFT43jdXdMm,success,"February 17, 2023",,
Baliez,BilykJohn,Baliez#2072,910951178496512000,83 XP,https://twitter.com/BilykJohn/status/1626580833430835203?s=20,Tweet about us,1V67fTU6LcQRS5P4vVpEra2jJhXdsE7aFGkrHXBhuT69JeE,success,"February 17, 2023",,
0xaac3…294a,SedYuri,Seddy#0928,839572870777667600,83 XP,https://twitter.com/SedYuri/status/1626578484704473088?s=20,Tweet about us,5HE1K6ZM3kJ91zZXHAHH5mEqxLMBhFreTP2mUzYuXM6cQ35T,success,"February 17, 2023",,
